"Year","Rank","Book_Title","Author","Rating","Num_Customers_Rated","Price"
2012,89,"Forks Over Knives‚ÄïThe Cookbook: Over 300‚Ä¶","Del Sroufe",4.5,8717,11.49
2012,90,"Catching Fire (Hunger Games)","Suzanne Collins",4.7,24721,10.98
2012,91,"A Memory of Light (Wheel of Time, Book 14)‚Ä¶","Robert Jordan",4.7,6755,3.99
2012,92,"Cabin Fever (Diary of a Wimpy Kid, Book 6)","Jeff Kinney",4.8,5926,15.99
2012,93,"The 7 Habits of Highly Effective Teens: The‚Ä¶","Sean Covey",4.6,609,13.66
2012,94,"The Passage of Power: The Years of Lyndon‚Ä¶","Robert A. Caro",4.7,1144,42.97
2012,95,"The Pioneer Woman Cooks: Recipes from an‚Ä¶","Ree Drummond",4.8,3926,14.98
2012,96,"Divine Healing Hands: Experience Divine Power‚Ä¶","Zhi Gang Sha Dr.",4.6,122,13.5
2012,97,"The China Study: The Most Comprehensive‚Ä¶","Thomas Campbell",4.7,485,16.17
2012,99,"The Meaning of Marriage: Facing the‚Ä¶","Timothy Keller",4.8,3729,13.54
2012,100,"Night (Night)","Elie Wiesel",4.7,5562,8.78
2013,1,"StrengthsFinder 2.0","Tom Rath",4,5517,15.79
2013,2,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg",4.5,6611,0.99
2013,3,"Diary of a Wimpy Kid: Hard Luck, Book 8","Jeff Kinney",4.8,8316,22.99
2013,4,"Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1)","Rush Limbaugh",4.9,7818,0.52
2013,5,"Jesus Calling: Enjoying Peace in His Presence (with Scripture References)","Sarah Young",4.9,21922,7.26
2013,6,"Inferno","Dan Brown",4.1,30849,14.75
2013,7,"The House of Hades (Heroes of Olympus, Book 4)","Rick Riordan",4.8,8658,1.99
2013,8,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]","Charles Krauthammer",4.7,7311,0.36
2013,9,"The Great Gatsby","F. Scott Fitzgerald",4.4,10814,8.74
2013,10,"Killing Jesus (Bill O'Reilly's Killing Series)","Bill O'Reilly",4.5,11909,21.44
2013,11,"Proof of Heaven: A Neurosurgeon's Journey into the Afterlife","Eben Alexander",4.3,14167,0.35
2013,12,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","American Psychiatric Association",4.6,8438,152
2013,13,"The Official SAT Study Guide","The College Board",4.4,1323,0.59
2013,14,"The Fault in Our Stars","John Green",4.7,52613,12.99
2013,15,"The Book Thief","Markus Zusak",4.6,25974,0.35
2013,16,"Wonder","R. J. Palacio",4.8,26045,0.35
2013,17,"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman",4.7,3929,19.6
2013,18,"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,10383,15.99
2013,19,"Divergent","Veronica Roth",4.6,28544,13.53
2013,20,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,8030,4.24
2013,21,"Oh, the Places You'll Go!","Dr. Seuss",4.9,16856,8.98
2013,22,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants","Malcolm Gladwell",4.5,5371,19.19
2013,23,"Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows","George R.R. Martin",4.6,5840,3.71
2013,24,"Allegiant","Veronica Roth",4,7030,13.71
2013,25,"And the Mountains Echoed","Khaled Hosseini",4.3,12984,19.95
2013,26,"Humans of New York","Brandon Stanton",4.8,4078,22.16
2013,27,"The Legend of Zelda: Hyrule Historia","Patrick Thorpe",4.9,6306,9.95
2013,28,"Doctor Sleep: A Novel","Stephen King",4.7,18071,2.02
2013,29,"Knock-Knock Jokes for Kids","Rob Elliott",4.5,4360,4.74
2013,30,"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt",3.9,36012,20.99
2013,31,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,37011,5.72
2013,32,"Gone Girl","Gillian Flynn",4,59499,18.48
2013,33,"George Washington's Secret Six: The Spy Ring That Saved the American Revolution","Brian Kilmeade",4.6,5249,23.73
2013,34,"Quiet: The Power of Introverts in a World That Can't Stop Talking","Susan Cain",4.6,12036,1.29
2013,35,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","Sherri Duskey Rinker",4.9,9868,0.47
2013,36,"Sycamore Row (Jake Brigance)","John Grisham",4.5,25696,37.47
2013,37,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis",4.4,7875,10.15
2013,38,"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations","Ree Drummond",4.8,3208,6.23
2013,39,"The Day the Crayons Quit","Drew Daywalt",4.8,11431,9.19
2013,40,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander","Phil Robertson",4.8,4355,19.97
2013,41,"The Very Hungry Caterpillar","Eric Carle",4.9,30371,0.94
2013,42,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","Brené Brown",4.8,1639,5.48
2013,43,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",4.6,10715,33.97
2013,44,"Joyland (Hard Case Crime)","Stephen King",4.5,5120,0.94
2013,45,"Fifty Shades of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades of Grey Series)","E L James",3.9,51206,13.82
2013,46,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…","Zhi Gang Sha",4.6,235,12.99
2013,47,"Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes","Ian K. Smith",4.1,2525,15.99
2013,48,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","Allie Brosh",4.7,5891,5.63
2013,49,"To Kill a Mockingbird","Harper Lee",4.8,35375,0.35
2013,50,"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni",4.6,3792,19.54
2013,51,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand",4.8,30700,20.98
2013,52,"Ender's Game (The Ender Quintet)","Orson Scott Card",4.6,12923,7.99
2013,53,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",4.7,15647,2.48
2013,54,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)","Robert Galbraith",4.1,20646,27.88
2013,55,"What to Expect When You're Expecting","Heidi Murkoff",4.4,3467,14.99
2013,56,"America the Beautiful: Rediscovering What Made This Nation Great","Ben Carson M.D.",4.8,3672,16.99
2013,57,"The Liberty Amendments: Restoring the American Republic","Mark R. Levin",4.8,3682,28.74
2013,58,"ZEALOT: The Life and Times of Jesus of Nazareth","Reza Aslan",4.4,6045,20.96
2013,59,"The One and Only Ivan","Katherine Applegate",4.8,11779,13.7
2013,60,"Good to Great: Why Some Companies Make the Leap and Others Don't","Jim Collins",4.5,3918,13.99
2013,61,"SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle","Si Robertson",4.7,1770,12.99
2013,62,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great","Gwyneth Paltrow",4.5,1243,34.83
2013,63,"Outliers: The Story of Success","Malcolm Gladwell",4.7,13499,7.79
2013,64,"Jerusalem: A Cookbook","Yotam Ottolenghi",4.8,3447,23.41
2013,65,"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal","Kelly Starrett",4.8,1343,59.95
2013,66,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers","David Perlmutter MD",4.6,6434,10.89
2013,67,"Looking for Alaska","John Green",4.6,10010,0.35
2013,68,"I Am Malala: The Girl Who Stood Up for Education and Was Short by the Taliban","Malala Yousafzai",4.6,6610,15.65
2013,69,"Love You Forever","Robert Munsch",4.9,26343,0.25
2013,70,"The Perks of Being a Wallflower","Stephen Chbosky",4.7,13820,0.94
2013,71,"Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle","Diane Sanfilippo",4.6,3716,20
2013,72,"Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed)","E L James",4.5,29053,23.71
2013,73,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting","Dr Dr Michael Mosley",4.3,9167,15
2013,74,"The Jesus Storybook Bible: Every Story Whispers His Name","Sally Lloyd-Jones",4.9,6858,10.99
2013,75,"Divergent / Insurgent","Veronica Roth",4.5,18722,16.39
2013,76,"How to Win Friends & Influence People","Dale Carnegie",4.7,33580,5.3
2013,77,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","Doris Kearns Goodwin",4.6,2291,34.7
2013,78,"The Hunger Games (Book 1)","Suzanne Collins",4.7,34030,8.79
2013,79,"ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare","Nick J. Tate",3.9,975,9.99
2013,80,"The Harbinger: The Ancient Mystery that Holds the Secret of America's Future","Jonathan Cahn",4.7,13690,2.25
2013,81,"The Immortal Life of Henrietta Lacks","Rebecca Skloot",4.7,11370,0.94
2013,82,"Night (Night)","Elie Wiesel",4.7,5557,8.78
2013,83,"Fifty Shades Darker","E L James",4.4,26449,0.32
2013,84,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition","Joel Fuhrman MD",4.5,7406,0.35
2013,85,"Forks Over Knives―The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year","Del Sroufe",4.5,8701,11.49
2013,86,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition)","E L James",4.5,22425,11.73
2013,87,"The Alchemist","Paulo Coelho",4.7,41984,37.9
2013,88,"The Catcher in the Rye","J.D. Salinger",4.5,14641,0.85
2013,89,"Mindset: The New Psychology of Success","Carol S. Dweck",4.6,7544,10.14
2013,90,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","William Davis",4.4,1989,18.25
2013,91,"MyMathLab: Student Access Kit","Hall H Pearson Education",4.1,3530,118.72
2013,92,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","Valorie Schaefer",4.8,13660,0.94
2013,93,"The Power of Habit: Why We Do What We Do in Life and Business","Charles Duhigg",4.6,13094,19.47
2013,94,"The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism","Naoki Higashida",4.6,4716,15.26
2013,95,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow","Tom Rath",4.5,1647,21.97
2013,96,"Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile","Kaplan",4.3,427,1.45
2013,97,"The Longest Ride","Nicholas Sparks",4.6,11311,22.26
2013,98,"Life Code: The New Rules for Winning in the Real World","Phil McGraw",4.4,3243,10.99
2013,99,"The Lego Ideas Book: Unlock Your Imagination","Daniel Lipkowitz",4.4,5753,21.15
2013,100,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)","Robert Jordan",4.7,6754,3.99
2014,1,"StrengthsFinder 2.0","Tom Rath",4,5517,15.79
2014,2,"Frozen (Little Golden Book)","RH Disney",4.7,4431,0.25
2014,3,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,8030,4.24
2014,4,"The Fault in Our Stars","John Green",4.7,52613,5.99
2014,5,"Diary of a Wimpy Kid: The Long Haul","Jeff Kinney",4.8,7992,24.99
2014,6,"Killing Patton: The Strange Death of World War II's Most Audacious General (Bill O'Reilly's Killing Series)","Bill O'Reilly",4.6,11152,15
2014,7,"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","Randall Munroe",4.7,11662,3.18
2014,8,"The Blood of Olympus (The Heroes of Olympus, 5)","Rick Riordan",4.8,8286,1.54
2014,9,"Jesus Calling: Enjoying Peace in His Presence (with Scripture References)","Sarah Young",4.9,21922,7.26
2014,10,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand",4.8,30700,13.35
2014,11,"Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers","DK",4.6,3257,1.5
2014,12,"The Day the Crayons Quit","Drew Daywalt",4.8,11431,9.19
2014,13,"Divergent","Veronica Roth",4.6,28544,13.53
2014,14,"The Fault in Our Stars","John Green",4.7,52613,12.99
2014,15,"Oh, the Places You'll Go!","Dr. Seuss",4.9,16856,8.98
2014,16,"To Kill a Mockingbird","Harper Lee",4.8,35375,0.35
2014,17,"Gone Girl","Gillian Flynn",4,59499,15.2
2014,18,"The Book Thief","Markus Zusak",4.6,25974,0.35
2014,19,"The Official SAT Study Guide","The College Board",4.4,1323,0.59
2014,20,"Humans of New York","Brandon Stanton",4.8,4078,22.16
2014,21,"The Goldfinch: A Novel (Pulitzer Prize for Fiction)","Donna Tartt",3.9,36012,20.99
2014,22,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","American Psychiatric Association",4.6,8438,152
2014,23,"Wonder","R. J. Palacio",4.8,26045,0.35
2014,24,"The Book with No Pictures","B. J. Novak",4.8,10378,1.05
2014,25,"Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2)","Rush Limbaugh",4.9,4299,12.12
2014,26,"The 5 Love Languages: The Secret to Love That Lasts","Gary Chapman",4.7,3929,19.6
2014,27,"Knock-Knock Jokes for Kids","Rob Elliott",4.5,4360,4.74
2014,28,"JOURNEY TO THE ICE P","RH Disney",4.6,1022,7.11
2014,29,"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,10383,15.99
2014,30,"Little Blue Truck","Alice Schertle",4.9,1901,0.35
2014,31,"Make It Ahead: A Barefoot Contessa Cookbook","Ina Garten",4.6,1576,22.87
2014,32,"First 100 Words","Roger Priddy",4.7,23310,4.99
2014,33,"If I Stay","Gayle Forman",4.3,8339,0.25
2014,34,"A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons","George R. R. Martin",4.7,23179,12.97
2014,35,"Divergent / Insurgent","Veronica Roth",4.5,18722,16.39
2014,36,"Capital in the Twenty First Century","Thomas Piketty",4.5,3317,25.49
2014,37,"Orphan Train","Christina Baker Kline",4.6,22582,11.78
2014,38,"Mindset: The New Psychology of Success","Carol S. Dweck",4.6,7544,10.14
2014,39,"How to Win Friends & Influence People","Dale Carnegie",4.7,33580,5.3
2014,40,"The Very Hungry Caterpillar","Eric Carle",4.9,30371,0.94
2014,41,"All the Light We Cannot See","Anthony Doerr",4.6,40382,14.52
2014,42,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers","David Perlmutter MD",4.6,6434,10.89
2014,43,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand",4.8,30700,20.98
2014,44,"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen",4.6,11897,31.73
2014,45,"The Alchemist","Paulo Coelho",4.7,41984,37.9
2014,46,"Looking for Alaska","John Green",4.6,10010,0.35
2014,47,"The Great Gatsby","F. Scott Fitzgerald",4.4,10814,8.74
2014,48,"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown",4.8,6742,10.94
2014,49,"Love You Forever","Robert Munsch",4.9,26343,0.25
2014,50,"The Maze Runner (Book 1)","James Dashner",4.5,11305,0.25
2014,51,"Allegiant","Veronica Roth",4,7030,13.71
2014,52,"Yes Please","Amy Poehler",4.3,4487,22.25
2014,53,"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni",4.6,3792,19.54
2014,54,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,37011,5.72
2014,55,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",4.7,6395,14.99
2014,56,"41: A Portrait of My Father","George W. Bush",4.7,2506,13.91
2014,57,"Minecraft: The Complete Handbook Collection","Stephanie Milton",4.8,1238,10.66
2014,58,"Frozen: A Tale of Two Sisters","Melissa Lagonegro",4.6,900,3.75
2014,59,"Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1)","Rush Limbaugh",4.9,7818,0.52
2014,60,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",4.7,15647,2.48
2014,61,"Divergent / Insurgent / Allegiant","Veronica Roth",4.6,2623,3.86
2014,62,"Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back","Todd Burpo",4.7,16128,7.54
2014,63,"Flash Boys","Michael Lewis",4.5,4907,1.49
2014,64,"Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans","Rush Limbaugh",4.9,3471,1.61
2014,65,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,15251,0.94
2014,66,"The Going-To-Bed Book","Sandra Boynton",4.8,7148,3.97
2014,67,"The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones","George R. R. Martin",4.7,5244,19.77
2014,68,"The Real ACT Prep Guide (Official Act Prep Guide)","ACT",4.4,688,48.45
2014,69,"Gray Mountain: A Novel","John Grisham",3.9,22228,17.04
2014,70,"What to Expect When You're Expecting","Heidi Murkoff",4.4,3467,14.99
2014,71,"The Jesus Storybook Bible: Every Story Whispers His Name","Sally Lloyd-Jones",4.9,6858,10.99
2014,72,"Lean In: Women, Work, and the Will to Lead","Sheryl Sandberg",4.5,6611,0.99
2014,73,"The Invention of Wings","Sue Monk Kidd",4.7,15174,20.98
2014,74,"Lord of the Flies","William Golding",4.6,15856,0.94
2014,75,"Night (Night)","Elie Wiesel",4.7,5557,8.78
2014,76,"The Catcher in the Rye","J.D. Salinger",4.5,14641,0.85
2014,77,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…","Zhi Gang Sha",4.6,235,12.99
2014,78,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","Valorie Schaefer",4.8,13660,0.94
2014,79,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor","Gina Homolka",4.7,5267,5.79
2014,80,"Fahrenheit 451","Ray Bradbury",4.6,15019,1.26
2014,81,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","Sherri Duskey Rinker",4.9,9868,0.47
2014,82,"Paper Towns","John Green",4.3,8374,0.35
2014,83,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!","Tom Robinson",4.6,3990,0.35
2014,84,"1984 (Signet Classics)","George Orwell",4.7,33234,3.09
2014,85,"The Outsiders","S. E. Hinton",4.8,14704,5.89
2014,86,"MONEY Master the Game: 7 Simple Steps to Financial Freedom","Tony Robbins",4.6,6476,2.48
2014,87,"Goodnight Moon","Margaret Wise Brown",4.9,13055,0.25
2014,88,"Quiet: The Power of Introverts in a World That Can't Stop Talking","Susan Cain",4.6,12036,1.29
2014,89,"Revival: A Novel","Stephen King",4.1,8312,14.35
2014,90,"Giraffes Can't Dance (Board Book)","Giles Andreae",4.8,20385,0.94
2014,91,"Minecraft: Redstone Handbook: An Official Mojang Book","Scholastic",4.7,632,25.95
2014,92,"Of Mice and Men","John Steinbeck",4.7,13001,0.35
2014,93,"10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!","JJ Smith",4.7,21903,2.63
2014,94,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","Kerry Patterson",4.6,5420,16.99
2014,95,"A Day in the Sun (Disney Frozen) (Pictureback(R))","Frank Berrios",4.6,609,0.25
2014,96,"The Giver (Giver Quartet)","Lois Lowry",4.6,14862,20.48
2014,97,"Chicka Chicka Boom Boom (Board Book)","Bill Martin Jr.",4.9,17301,4.59
2014,98,"Against All Grain: Delectable Paleo Recipes to Eat Well & Feel Great (1)","Danielle Walker",4.7,2906,22.67
2014,99,"Minecraft: Essential Handbook","Stephanie Milton",4.7,641,15.99
2014,100,"Good to Great: Why Some Companies Make the Leap and Others Don't","Jim Collins",4.5,3918,13.99
2015,1,"First 100 Words","Roger Priddy",4.7,23310,4.99
2015,2,"The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing","Marie Kondō",4.5,24520,0.94
2015,3,"Laugh-Out-Loud Jokes for Kids","Rob Elliott",4.6,8030,4.24
2015,4,"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)","Johanna Basford",4.7,10992,9.99
2015,5,"StrengthsFinder 2.0","Tom Rath",4,5517,15.79
2015,6,"Go Set a Watchman: A Novel","Harper Lee",3.8,7437,16.99
2015,7,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…","Johanna Basford",4.7,6184,9.99
2015,8,"All the Light We Cannot See","Anthony Doerr",4.6,40382,14.52
2015,9,"The Girl on the Train","Paula Hawkins",4.1,82313,14.98
2015,10,"Adult Coloring Book: Stress Relieving Patterns","Blue Star Coloring",4.5,3483,1.31
2015,11,"Diary of a Wimpy Kid #10: Old School","Jeff Kinney",4.8,8196,14.99
2015,12,"To Kill a Mockingbird","Harper Lee",4.8,35375,0.35
2015,13,"Adult Coloring Book: Stress Relieving Animal Designs","Blue Star Coloring",4.6,3315,0.35
2015,14,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…","Coloring Books for Adults",4.5,2691,8.49
2015,15,"Humans of New York : Stories","Brandon Stanton",4.9,3491,14.99
2015,16,"The Martian","Andy Weir",4.7,41268,0.94
2015,17,"Oh, the Places You'll Go!","Dr. Seuss",4.9,16856,8.98
2015,18,"Knock-Knock Jokes for Kids","Rob Elliott",4.5,4360,4.74
2015,19,"Dear Zoo: A Lift-the-Flap Book","Rod Campbell",4.8,15251,0.94
2015,20,"The Day the Crayons Quit","Drew Daywalt",4.8,11431,9.19
2015,21,"The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics","Daniel James Brown",4.8,6742,10.94
2015,22,"Jesus Calling: Enjoying Peace in His Presence (with Scripture References)","Sarah Young",4.9,21922,7.26
2015,23,"Mindset: The New Psychology of Success","Carol S. Dweck",4.6,7544,10.14
2015,24,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades of Grey Series)","E L James",4.4,28416,12.72
2015,25,"Creative Haven Creative Cats Coloring Book (Adult Coloring)","Marjorie Sarnat",4.8,4371,4.79
2015,26,"How to Win Friends & Influence People","Dale Carnegie",4.7,33580,5.3
2015,27,"The 5 Love Languages: The Secret to Love that Lasts","Gary Chapman",4.8,37833,1.5
2015,28,"Balance (Angie's Extreme Stress Menders)","Angie Grace",4.6,2039,11.95
2015,29,"Creative Haven Owls Coloring Book (Adult Coloring)","Marjorie Sarnat",4.8,4294,0.8
2015,30,"Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks)","Thug Kitchen",4.6,11897,31.73
2015,31,"Giraffes Can't Dance (Board Book)","Giles Andreae",4.8,20385,0.94
2015,32,"Wonder","R. J. Palacio",4.8,26045,0.35
2015,33,"The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change","Stephen R. Covey",4.7,6395,14.99
2015,34,"The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)","Don Miguel Ruiz",4.7,37011,5.72
2015,35,"Being Mortal: Medicine and What Matters in the End","Atul Gawande",4.8,12749,24.99
2015,36,"Love You Forever","Robert Munsch",4.9,26343,0.25
2015,37,"The Very Hungry Caterpillar","Eric Carle",4.9,30371,0.94
2015,38,"Publication Manual of the American Psychological Association, 6th Edition","American Psychological Association",4.5,10383,15.99
2015,39,"Between the World and Me","Ta-Nehisi Coates",4.7,14486,17.29
2015,40,"Baby Touch and Feel: Animals","DK",4.7,7324,0.25
2015,41,"The Book with No Pictures","B. J. Novak",4.8,10378,1.05
2015,42,"The Wright Brothers","David McCullough",4.7,6495,16.74
2015,43,"Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books)","Marty Noble",4.6,2279,0.79
2015,44,"The Nightingale: A Novel","Kristin Hannah",4.8,56216,11.15
2015,45,"The Pioneer Woman Cooks: Dinnertime - Comfort Classics, Freezer Food, 16-minute Meals, and Other Delicious Ways to Solve…","Ree Drummond",4.8,4497,4.69
2015,46,"What Pet Should I Get? (Classic Seuss)","Dr. Seuss",4.8,2219,12.55
2015,47,"Killing Reagan: The Violent Assault That Changed a Presidency (Bill O'Reilly's Killing Series)","Bill O'Reilly",4.6,5583,14.95
2015,48,"Harry Potter Coloring Book","Scholastic",4.8,5090,14.39
2015,49,"American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History","Chris Kyle",4.6,16858,0.35
2015,50,"The Whole30: The 30-Day Guide to Total Health and Food Freedom","Melissa Hartwig Urban",4.6,9795,14.98
2015,51,"Diary of a Minecraft Zombie Book 1: A Scare of A Dare","Zack Zombie",4.7,5630,5.71
2015,52,"The Great Gatsby","F. Scott Fitzgerald",4.4,10814,8.74
2015,53,"Lost Ocean: An Inky Adventure and Coloring Book for Adults","Johanna Basford",4.7,4079,15.25
2015,54,"The Five Dysfunctions of a Team: A Leadership Fable","Patrick Lencioni",4.6,3792,19.54
2015,55,"The Official SAT Study Guide","The College Board",4.4,1323,0.59
2015,56,"10-Day Green Smoothie Cleanse","JJ Smith",4.7,21903,3.73
2015,57,"The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are","Brené Brown",4.7,15647,2.48
2015,58,"Chicka Chicka Boom Boom (Board Book)","Bill Martin Jr.",4.9,17301,4.59
2015,59,"The Day the Crayons Came Home","Drew Daywalt",4.8,3189,12.02
2015,60,"What If?: Serious Scientific Answers to Absurd Hypothetical Questions","Randall Munroe",4.7,11662,3.18
2015,61,"Paper Towns","John Green",4.3,8374,0.35
2015,62,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","Laura Hillenbrand",4.8,30700,13.35
2015,63,"Get What's Yours: The Secrets to Maxing Out Your Social Security (The Get What's Yours Series)","Laurence J. Kotlikoff",4.1,2586,10
2015,64,"Magnus Chase and the Gods of Asgard, Book 1: The Sword of Summer (Magnus Chase and the Gods of Asgard, 1)","Rick Riordan",4.7,4230,1.26
2015,65,"Dragons Love Tacos","Adam Rubin",4.7,7764,9.5
2015,66,"Fahrenheit 451","Ray Bradbury",4.6,15019,1.26
2015,67,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","Valorie Schaefer",4.8,13660,0.94
2015,68,"Potty (Leslie Patricelli board books)","Leslie Patricelli",4.7,8613,0.94
2015,69,"Thing Explainer: Complicated Stuff in Simple Words","Randall Munroe",4.5,2557,5.2
2015,70,"Dead Wake: The Last Crossing of the Lusitania","Erik Larson",4.5,8113,26.8
2015,71,"The Going-To-Bed Book","Sandra Boynton",4.8,7148,3.97
2015,72,"Inspiralized: Turn Vegetables into Healthy, Creative, Satisfying Meals: A Cookbook","Ali Maffucci",4.4,3138,19.99
2015,73,"Mystical Mandala Coloring Book (Dover Design Coloring Books)","Alberta Hutchinson",4.5,2520,1.1
2015,74,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","American Psychiatric Association",4.6,8438,152
2015,75,"Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers","DK",4.6,3257,1.5
2015,76,"The 20/20 Diet: Turn Your Weight Loss Vision Into Reality","Phil McGraw",4,5651,10.45
